machine_id,cost_center_id,manufacturing_plant_id,manufacturing_plant_name,plant_shift_date,machine_status_name,Sum of mttr_workcenter_numerator_seconds_quantity,Sum of mtbf_numerator_seconds_quantity,hydra_bmk_production_status_name
S-006,1195578,1310,Tangier,10/8/2025 0:00,micro arrêts,2530,0,Production
S-006,1195578,1310,Tangier,10/8/2025 0:00,PRODUCTION,0,70442,Production
S-005,1195578,1310,Tangier,10/9/2025 0:00,micro arrêts,910,0,Production
S-005,1195578,1310,Tangier,10/9/2025 0:00,PRODUCTION,0,29054,Production
S-005,1195578,1310,Tangier,10/9/2025 0:00,Réparation Peripheri,586,0,Non-Production
S-006,1195578,1310,Tangier,10/9/2025 0:00,micro arrêts,737,0,Production
S-006,1195578,1310,Tangier,10/9/2025 0:00,PRODUCTION,0,52480,Production
S-001,1195578,1310,Tangier,10/10/2025 0:00,micro arrêts,2,0,Production
S-001,1195578,1310,Tangier,10/10/2025 0:00,PRODUCTION,0,80,Production
S-006,1195578,1310,Tangier,10/10/2025 0:00,micro arrêts,1926,0,Production
S-006,1195578,1310,Tangier,10/10/2025 0:00,PRODUCTION,0,63079,Production
S-006,1195578,1310,Tangier,10/10/2025 0:00,Réparation Peripheri,7101,0,Non-Production
S-006,1195578,1310,Tangier,10/11/2025 0:00,micro arrêts,1100,0,Production
S-006,1195578,1310,Tangier,10/11/2025 0:00,PRODUCTION,0,55865,Production
S-006,1195578,1310,Tangier,10/12/2025 0:00,micro arrêts,570,0,Production
S-006,1195578,1310,Tangier,10/12/2025 0:00,PRODUCTION,0,12863,Production
S-006,1195578,1310,Tangier,10/12/2025 0:00,Réparation Peripheri,176,0,Non-Production
S-006,1195578,1310,Tangier,10/13/2025 0:00,micro arrêts,1036,0,Production
S-006,1195578,1310,Tangier,10/13/2025 0:00,PRODUCTION,0,85002,Production
S-001,1195578,1310,Tangier,10/14/2025 0:00,PRODUCTION,0,72,Production
S-006,1195578,1310,Tangier,10/14/2025 0:00,PRODUCTION,0,86036,Production
S-001,1195578,1310,Tangier,10/15/2025 0:00,micro arrêts,509,0,Production
S-001,1195578,1310,Tangier,10/15/2025 0:00,PRODUCTION,0,45,Production
S-006,1195578,1310,Tangier,10/15/2025 0:00,PRODUCTION,0,52173,Production
S-006,1195578,1310,Tangier,10/15/2025 0:00,Réparation Peripheri,3787,0,Non-Production
S-006,1195578,1310,Tangier,10/16/2025 0:00,PRODUCTION,0,83110,Production
S-006,1195578,1310,Tangier,10/16/2025 0:00,Réparation Peripheri,95,0,Non-Production
S-006,1195578,1310,Tangier,10/17/2025 0:00,PRODUCTION,0,85915,Production
S-001,1195578,1310,Tangier,10/18/2025 0:00,micro arrêts,111,0,Production
S-001,1195578,1310,Tangier,10/18/2025 0:00,PRODUCTION,0,250,Production
S-006,1195578,1310,Tangier,10/18/2025 0:00,PRODUCTION,0,53637,Production
S-006,1195578,1310,Tangier,10/18/2025 0:00,Réparation Peripheri,31,0,Non-Production
S-006,1195578,1310,Tangier,10/19/2025 0:00,PRODUCTION,0,14074,Production
S-006,1195578,1310,Tangier,10/19/2025 0:00,Réparation Peripheri,10187,0,Non-Production
S-001,1195578,1310,Tangier,10/20/2025 0:00,micro arrêts,6,0,Production
S-001,1195578,1310,Tangier,10/20/2025 0:00,PRODUCTION,0,250,Production
S-004,1195578,1310,Tangier,10/20/2025 0:00,micro arrêts,351,0,Production
S-004,1195578,1310,Tangier,10/20/2025 0:00,PRODUCTION,0,11903,Production
S-006,1195578,1310,Tangier,10/20/2025 0:00,PRODUCTION,0,84611,Production
S-006,1195578,1310,Tangier,10/20/2025 0:00,Réparation Peripheri,1597,0,Non-Production
S-001,1195578,1310,Tangier,10/21/2025 0:00,micro arrêts,3315,0,Production
S-001,1195578,1310,Tangier,10/21/2025 0:00,Panne Machine,2571,0,Non-Production
S-001,1195578,1310,Tangier,10/21/2025 0:00,PRODUCTION,0,12692,Production
S-001,1195578,1310,Tangier,10/21/2025 0:00,Réparation Peripheri,4060,0,Non-Production
S-004,1195578,1310,Tangier,10/21/2025 0:00,micro arrêts,1459,0,Production
S-004,1195578,1310,Tangier,10/21/2025 0:00,PRODUCTION,0,25787,Production
S-006,1195578,1310,Tangier,10/21/2025 0:00,PRODUCTION,0,84451,Production
S-006,1195578,1310,Tangier,10/21/2025 0:00,Réparation Peripheri,1261,0,Non-Production
S-001,1195578,1310,Tangier,10/22/2025 0:00,micro arrêts,1402,0,Production
S-001,1195578,1310,Tangier,10/22/2025 0:00,PRODUCTION,0,18927,Production
S-004,1195578,1310,Tangier,10/22/2025 0:00,micro arrêts,1511,0,Production
S-004,1195578,1310,Tangier,10/22/2025 0:00,PRODUCTION,0,45425,Production
S-006,1195578,1310,Tangier,10/22/2025 0:00,PRODUCTION,0,58741,Production
S-004,1195578,1310,Tangier,10/23/2025 0:00,micro arrêts,348,0,Production
S-004,1195578,1310,Tangier,10/23/2025 0:00,PRODUCTION,0,10034,Production
S-006,1195578,1310,Tangier,10/23/2025 0:00,PRODUCTION,0,31306,Production
S-004,1195578,1310,Tangier,10/24/2025 0:00,micro arrêts,17,0,Production
S-004,1195578,1310,Tangier,10/24/2025 0:00,PRODUCTION,0,45,Production
S-006,1195578,1310,Tangier,10/24/2025 0:00,PRODUCTION,0,79843,Production
S-006,1195578,1310,Tangier,10/25/2025 0:00,PRODUCTION,0,57528,Production
S-006,1195578,1310,Tangier,10/26/2025 0:00,PRODUCTION,0,3493,Production
S-004,1195578,1310,Tangier,10/27/2025 0:00,micro arrêts,277,0,Production
S-004,1195578,1310,Tangier,10/27/2025 0:00,PRODUCTION,0,127,Production
S-006,1195578,1310,Tangier,10/27/2025 0:00,PRODUCTION,0,72364,Production
S-006,1195578,1310,Tangier,10/28/2025 0:00,PRODUCTION,0,59242,Production
S-006,1195578,1310,Tangier,10/29/2025 0:00,PRODUCTION,0,75636,Production
S-004,1195578,1310,Tangier,10/30/2025 0:00,PRODUCTION,0,59,Production
S-006,1195578,1310,Tangier,10/30/2025 0:00,PRODUCTION,0,86400,Production
S-004,1195578,1310,Tangier,10/31/2025 0:00,PRODUCTION,0,15,Production
S-006,1195578,1310,Tangier,10/31/2025 0:00,PRODUCTION,0,83040,Production
S-006,1195578,1310,Tangier,11/1/2025 0:00,PRODUCTION,0,55606,Production
S-003,1195578,1310,Tangier,11/2/2025 0:00,micro arrêts,62,0,Production
S-003,1195578,1310,Tangier,11/2/2025 0:00,PRODUCTION,0,35,Production
S-006,1195578,1310,Tangier,11/2/2025 0:00,PRODUCTION,0,14121,Production
S-006,1195578,1310,Tangier,11/2/2025 0:00,Réparation Peripheri,8357,0,Non-Production
S-001,1195578,1310,Tangier,11/3/2025 0:00,micro arrêts,20,0,Production
S-001,1195578,1310,Tangier,11/3/2025 0:00,PRODUCTION,0,30,Production
S-003,1195578,1310,Tangier,11/3/2025 0:00,micro arrêts,800,0,Production
S-003,1195578,1310,Tangier,11/3/2025 0:00,PRODUCTION,0,55673,Production
S-004,1195578,1310,Tangier,11/3/2025 0:00,PRODUCTION,0,86,Production
S-005,1195578,1310,Tangier,11/3/2025 0:00,Réparation Peripheri,2122,0,Non-Production
S-006,1195578,1310,Tangier,11/3/2025 0:00,PRODUCTION,0,75206,Production
S-006,1195578,1310,Tangier,11/3/2025 0:00,Réparation Peripheri,597,0,Non-Production
S-003,1195578,1310,Tangier,11/4/2025 0:00,micro arrêts,1890,0,Production
S-003,1195578,1310,Tangier,11/4/2025 0:00,PRODUCTION,0,48903,Production
S-003,1195578,1310,Tangier,11/4/2025 0:00,Réparation Peripheri,478,0,Non-Production
S-004,1195578,1310,Tangier,11/4/2025 0:00,micro arrêts,25,0,Production
S-004,1195578,1310,Tangier,11/4/2025 0:00,PRODUCTION,0,498,Production
S-005,1195578,1310,Tangier,11/4/2025 0:00,micro arrêts,3037,0,Production
S-005,1195578,1310,Tangier,11/4/2025 0:00,PRODUCTION,0,21783,Production
S-006,1195578,1310,Tangier,11/4/2025 0:00,PRODUCTION,0,82498,Production
S-006,1195578,1310,Tangier,11/4/2025 0:00,Réparation Peripheri,286,0,Non-Production
S-003,1195578,1310,Tangier,11/5/2025 0:00,micro arrêts,1856,0,Production
S-003,1195578,1310,Tangier,11/5/2025 0:00,PRODUCTION,0,52902,Production
S-004,1195578,1310,Tangier,11/5/2025 0:00,micro arrêts,56,0,Production
S-004,1195578,1310,Tangier,11/5/2025 0:00,PRODUCTION,0,134,Production
S-005,1195578,1310,Tangier,11/5/2025 0:00,micro arrêts,948,0,Production
S-005,1195578,1310,Tangier,11/5/2025 0:00,PRODUCTION,0,26681,Production
S-006,1195578,1310,Tangier,11/5/2025 0:00,PRODUCTION,0,83074,Production
S-006,1195578,1310,Tangier,11/5/2025 0:00,Réparation Peripheri,82,0,Non-Production
S-003,1195578,1310,Tangier,11/6/2025 0:00,micro arrêts,1299,0,Production
S-003,1195578,1310,Tangier,11/6/2025 0:00,PRODUCTION,0,56154,Production
S-005,1195578,1310,Tangier,11/6/2025 0:00,micro arrêts,296,0,Production
S-005,1195578,1310,Tangier,11/6/2025 0:00,PRODUCTION,0,26968,Production
S-006,1195578,1310,Tangier,11/6/2025 0:00,PRODUCTION,0,80660,Production
S-001,1195578,1310,Tangier,11/7/2025 0:00,PRODUCTION,0,15,Production
S-003,1195578,1310,Tangier,11/7/2025 0:00,micro arrêts,1406,0,Production
S-003,1195578,1310,Tangier,11/7/2025 0:00,PRODUCTION,0,54996,Production
S-004,1195578,1310,Tangier,11/7/2025 0:00,PRODUCTION,0,15,Production
S-005,1195578,1310,Tangier,11/7/2025 0:00,micro arrêts,947,0,Production
S-005,1195578,1310,Tangier,11/7/2025 0:00,PRODUCTION,0,23805,Production
S-006,1195578,1310,Tangier,11/7/2025 0:00,PRODUCTION,0,50677,Production
S-001,1195578,1310,Tangier,11/9/2025 0:00,micro arrêts,250,0,Production
S-001,1195578,1310,Tangier,11/9/2025 0:00,PRODUCTION,0,60,Production
S-006,1195578,1310,Tangier,11/9/2025 0:00,PRODUCTION,0,24041,Production
S-006,1195578,1310,Tangier,11/9/2025 0:00,Réparation Peripheri,2652,0,Non-Production
S-003,1195578,1310,Tangier,11/10/2025 0:00,micro arrêts,460,0,Production
S-003,1195578,1310,Tangier,11/10/2025 0:00,PRODUCTION,0,27552,Production
S-004,1195578,1310,Tangier,11/10/2025 0:00,micro arrêts,35,0,Production
S-004,1195578,1310,Tangier,11/10/2025 0:00,PRODUCTION,0,55,Production
S-005,1195578,1310,Tangier,11/10/2025 0:00,micro arrêts,1030,0,Production
S-005,1195578,1310,Tangier,11/10/2025 0:00,PRODUCTION,0,28073,Production
S-006,1195578,1310,Tangier,11/10/2025 0:00,PRODUCTION,0,75242,Production
S-003,1195578,1310,Tangier,11/11/2025 0:00,micro arrêts,450,0,Production
S-003,1195578,1310,Tangier,11/11/2025 0:00,PRODUCTION,0,27536,Production
S-004,1195578,1310,Tangier,11/11/2025 0:00,PRODUCTION,0,30,Production
S-005,1195578,1310,Tangier,11/11/2025 0:00,micro arrêts,783,0,Production
S-005,1195578,1310,Tangier,11/11/2025 0:00,PRODUCTION,0,26319,Production
S-006,1195578,1310,Tangier,11/11/2025 0:00,PRODUCTION,0,83898,Production
S-006,1195578,1310,Tangier,11/11/2025 0:00,Réparation Peripheri,1053,0,Non-Production
S-003,1195578,1310,Tangier,11/12/2025 0:00,micro arrêts,504,0,Production
S-003,1195578,1310,Tangier,11/12/2025 0:00,PRODUCTION,0,28276,Production
S-005,1195578,1310,Tangier,11/12/2025 0:00,micro arrêts,809,0,Production
S-005,1195578,1310,Tangier,11/12/2025 0:00,PRODUCTION,0,27005,Production
S-006,1195578,1310,Tangier,11/12/2025 0:00,PRODUCTION,0,82423,Production
S-006,1195578,1310,Tangier,11/12/2025 0:00,Réparation Peripheri,856,0,Non-Production
S-001,1195578,1310,Tangier,11/13/2025 0:00,PRODUCTION,0,15,Production
S-003,1195578,1310,Tangier,11/13/2025 0:00,micro arrêts,380,0,Production
S-003,1195578,1310,Tangier,11/13/2025 0:00,PRODUCTION,0,28407,Production
S-005,1195578,1310,Tangier,11/13/2025 0:00,micro arrêts,982,0,Production
S-005,1195578,1310,Tangier,11/13/2025 0:00,PRODUCTION,0,26678,Production
S-006,1195578,1310,Tangier,11/13/2025 0:00,PRODUCTION,0,84720,Production
S-006,1195578,1310,Tangier,11/13/2025 0:00,Réparation Peripheri,285,0,Non-Production
S-003,1195578,1310,Tangier,11/14/2025 0:00,micro arrêts,1058,0,Production
S-003,1195578,1310,Tangier,11/14/2025 0:00,PRODUCTION,0,25904,Production
S-005,1195578,1310,Tangier,11/14/2025 0:00,micro arrêts,596,0,Production
S-005,1195578,1310,Tangier,11/14/2025 0:00,PRODUCTION,0,27573,Production
S-005,1195578,1310,Tangier,11/14/2025 0:00,Réparation Peripheri,581,0,Non-Production
S-006,1195578,1310,Tangier,11/14/2025 0:00,PRODUCTION,0,42982,Production
S-006,1195578,1310,Tangier,11/14/2025 0:00,Réparation Peripheri,371,0,Non-Production
S-006,1195578,1310,Tangier,11/16/2025 0:00,PRODUCTION,0,26535,Production
S-003,1195578,1310,Tangier,11/17/2025 0:00,micro arrêts,266,0,Production
S-003,1195578,1310,Tangier,11/17/2025 0:00,PRODUCTION,0,28549,Production
S-005,1195578,1310,Tangier,11/17/2025 0:00,micro arrêts,523,0,Production
S-005,1195578,1310,Tangier,11/17/2025 0:00,PRODUCTION,0,26038,Production
S-005,1195578,1310,Tangier,11/17/2025 0:00,Réparation Peripheri,22,0,Non-Production
S-006,1195578,1310,Tangier,11/17/2025 0:00,PRODUCTION,0,85482,Production
S-003,1195578,1310,Tangier,11/18/2025 0:00,micro arrêts,420,0,Production
S-003,1195578,1310,Tangier,11/18/2025 0:00,PRODUCTION,0,28286,Production
S-005,1195578,1310,Tangier,11/18/2025 0:00,micro arrêts,454,0,Production
S-005,1195578,1310,Tangier,11/18/2025 0:00,PRODUCTION,0,26294,Production
S-006,1195578,1310,Tangier,11/18/2025 0:00,PRODUCTION,0,80591,Production
S-003,1195578,1310,Tangier,11/19/2025 0:00,micro arrêts,267,0,Production
S-003,1195578,1310,Tangier,11/19/2025 0:00,PRODUCTION,0,28466,Production
S-005,1195578,1310,Tangier,11/19/2025 0:00,micro arrêts,533,0,Production
S-005,1195578,1310,Tangier,11/19/2025 0:00,PRODUCTION,0,27758,Production
S-006,1195578,1310,Tangier,11/19/2025 0:00,PRODUCTION,0,79691,Production
S-006,1195578,1310,Tangier,11/19/2025 0:00,Réparation Peripheri,247,0,Non-Production
S-003,1195578,1310,Tangier,11/20/2025 0:00,micro arrêts,344,0,Production
S-003,1195578,1310,Tangier,11/20/2025 0:00,PRODUCTION,0,28321,Production
S-005,1195578,1310,Tangier,11/20/2025 0:00,micro arrêts,797,0,Production
S-005,1195578,1310,Tangier,11/20/2025 0:00,PRODUCTION,0,26348,Production
S-006,1195578,1310,Tangier,11/20/2025 0:00,PRODUCTION,0,73825,Production
S-003,1195578,1310,Tangier,11/21/2025 0:00,micro arrêts,342,0,Production
S-003,1195578,1310,Tangier,11/21/2025 0:00,PRODUCTION,0,26393,Production
S-005,1195578,1310,Tangier,11/21/2025 0:00,micro arrêts,804,0,Production
S-005,1195578,1310,Tangier,11/21/2025 0:00,PRODUCTION,0,27982,Production
S-006,1195578,1310,Tangier,11/21/2025 0:00,PRODUCTION,0,50638,Production
S-006,1195578,1310,Tangier,11/21/2025 0:00,Réparation Peripheri,132,0,Non-Production
S-006,1195578,1310,Tangier,11/23/2025 0:00,PRODUCTION,0,26882,Production
S-003,1195578,1310,Tangier,11/24/2025 0:00,micro arrêts,265,0,Production
S-003,1195578,1310,Tangier,11/24/2025 0:00,PRODUCTION,0,28263,Production
S-005,1195578,1310,Tangier,11/24/2025 0:00,micro arrêts,536,0,Production
S-005,1195578,1310,Tangier,11/24/2025 0:00,PRODUCTION,0,25226,Production
S-006,1195578,1310,Tangier,11/24/2025 0:00,PRODUCTION,0,69621,Production
S-006,1195578,1310,Tangier,11/24/2025 0:00,Réparation Peripheri,3053,0,Non-Production
S-003,1195578,1310,Tangier,11/25/2025 0:00,micro arrêts,261,0,Production
S-003,1195578,1310,Tangier,11/25/2025 0:00,PRODUCTION,0,28557,Production
S-004,1195578,1310,Tangier,11/25/2025 0:00,micro arrêts,19,0,Production
S-004,1195578,1310,Tangier,11/25/2025 0:00,PRODUCTION,0,30,Production
S-005,1195578,1310,Tangier,11/25/2025 0:00,micro arrêts,830,0,Production
S-005,1195578,1310,Tangier,11/25/2025 0:00,PRODUCTION,0,25789,Production
S-006,1195578,1310,Tangier,11/25/2025 0:00,PRODUCTION,0,70106,Production
S-006,1195578,1310,Tangier,11/25/2025 0:00,Réparation Peripheri,87,0,Non-Production
S-003,1195578,1310,Tangier,11/26/2025 0:00,micro arrêts,696,0,Production
S-003,1195578,1310,Tangier,11/26/2025 0:00,PRODUCTION,0,56779,Production
S-005,1195578,1310,Tangier,11/26/2025 0:00,micro arrêts,308,0,Production
S-005,1195578,1310,Tangier,11/26/2025 0:00,PRODUCTION,0,28066,Production
S-006,1195578,1310,Tangier,11/26/2025 0:00,PRODUCTION,0,64230,Production
S-006,1195578,1310,Tangier,11/26/2025 0:00,Réparation Peripheri,1889,0,Non-Production
S-001,1195578,1310,Tangier,11/27/2025 0:00,PRODUCTION,0,24,Production
S-003,1195578,1310,Tangier,11/27/2025 0:00,micro arrêts,215,0,Production
S-003,1195578,1310,Tangier,11/27/2025 0:00,PRODUCTION,0,27503,Production
S-004,1195578,1310,Tangier,11/27/2025 0:00,micro arrêts,259,0,Production
S-004,1195578,1310,Tangier,11/27/2025 0:00,PRODUCTION,0,166,Production
S-005,1195578,1310,Tangier,11/27/2025 0:00,micro arrêts,1432,0,Production
S-005,1195578,1310,Tangier,11/27/2025 0:00,PRODUCTION,0,26934,Production
S-006,1195578,1310,Tangier,11/27/2025 0:00,PRODUCTION,0,75286,Production
S-006,1195578,1310,Tangier,11/27/2025 0:00,Réparation Peripheri,6973,0,Non-Production
S-001,1195578,1310,Tangier,11/28/2025 0:00,PRODUCTION,0,15,Production
S-003,1195578,1310,Tangier,11/28/2025 0:00,micro arrêts,599,0,Production
S-003,1195578,1310,Tangier,11/28/2025 0:00,PRODUCTION,0,28212,Production
S-005,1195578,1310,Tangier,11/28/2025 0:00,micro arrêts,1487,0,Production
S-005,1195578,1310,Tangier,11/28/2025 0:00,PRODUCTION,0,25253,Production
S-005,1195578,1310,Tangier,11/28/2025 0:00,Réparation Peripheri,1041,0,Non-Production
S-006,1195578,1310,Tangier,11/28/2025 0:00,PRODUCTION,0,79432,Production
S-001,1195578,1310,Tangier,11/29/2025 0:00,PRODUCTION,0,8,Production
S-003,1195578,1310,Tangier,11/29/2025 0:00,micro arrêts,645,0,Production
S-003,1195578,1310,Tangier,11/29/2025 0:00,PRODUCTION,0,55051,Production
S-004,1195578,1310,Tangier,11/29/2025 0:00,micro arrêts,34,0,Production
S-004,1195578,1310,Tangier,11/29/2025 0:00,PRODUCTION,0,41,Production
S-006,1195578,1310,Tangier,11/29/2025 0:00,PRODUCTION,0,55916,Production
S-004,1195578,1310,Tangier,11/30/2025 0:00,PRODUCTION,0,15,Production
S-006,1195578,1310,Tangier,11/30/2025 0:00,PRODUCTION,0,25558,Production
S-003,1195578,1310,Tangier,12/1/2025 0:00,micro arrêts,480,0,Production
S-003,1195578,1310,Tangier,12/1/2025 0:00,PRODUCTION,0,27621,Production
S-004,1195578,1310,Tangier,12/1/2025 0:00,micro arrêts,689,0,Production
S-004,1195578,1310,Tangier,12/1/2025 0:00,PRODUCTION,0,445,Production
S-005,1195578,1310,Tangier,12/1/2025 0:00,Main. att repar elec,0,0,Non-Production
S-005,1195578,1310,Tangier,12/1/2025 0:00,micro arrêts,3440,0,Production
S-005,1195578,1310,Tangier,12/1/2025 0:00,PRODUCTION,0,32713,Production
S-005,1195578,1310,Tangier,12/1/2025 0:00,Réparation Peripheri,6761,0,Non-Production
S-006,1195578,1310,Tangier,12/1/2025 0:00,PRODUCTION,0,80662,Production
S-001,1195578,1310,Tangier,12/2/2025 0:00,micro arrêts,47,0,Production
S-001,1195578,1310,Tangier,12/2/2025 0:00,PRODUCTION,0,154,Production
S-003,1195578,1310,Tangier,12/2/2025 0:00,micro arrêts,552,0,Production
S-003,1195578,1310,Tangier,12/2/2025 0:00,PRODUCTION,0,27678,Production
S-004,1195578,1310,Tangier,12/2/2025 0:00,micro arrêts,740,0,Production
S-004,1195578,1310,Tangier,12/2/2025 0:00,PRODUCTION,0,324,Production
S-005,1195578,1310,Tangier,12/2/2025 0:00,micro arrêts,1689,0,Production
S-005,1195578,1310,Tangier,12/2/2025 0:00,PRODUCTION,0,23971,Production
S-006,1195578,1310,Tangier,12/2/2025 0:00,PRODUCTION,0,84629,Production
S-001,1195578,1310,Tangier,12/3/2025 0:00,PRODUCTION,0,30,Production
S-003,1195578,1310,Tangier,12/3/2025 0:00,micro arrêts,66,0,Production
S-003,1195578,1310,Tangier,12/3/2025 0:00,PRODUCTION,0,28737,Production
S-004,1195578,1310,Tangier,12/3/2025 0:00,micro arrêts,190,0,Production
S-004,1195578,1310,Tangier,12/3/2025 0:00,PRODUCTION,0,38,Production
S-005,1195578,1310,Tangier,12/3/2025 0:00,micro arrêts,2136,0,Production
S-005,1195578,1310,Tangier,12/3/2025 0:00,PRODUCTION,0,18841,Production
S-005,1195578,1310,Tangier,12/3/2025 0:00,Réparation Peripheri,5202,0,Non-Production
S-006,1195578,1310,Tangier,12/3/2025 0:00,PRODUCTION,0,82099,Production
S-001,1195578,1310,Tangier,12/4/2025 0:00,micro arrêts,26,0,Production
S-001,1195578,1310,Tangier,12/4/2025 0:00,PRODUCTION,0,40,Production
S-003,1195578,1310,Tangier,12/4/2025 0:00,micro arrêts,249,0,Production
S-003,1195578,1310,Tangier,12/4/2025 0:00,PRODUCTION,0,28603,Production
